SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Pachycephala mentalis,Black-chinned Whistler,bkcwhi1,species,19258.0,BCWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala balim,Baliem Whistler,golwhi2,species,19262.0,GOWH BAWH,PABA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala pectoralis,Golden Whistler,y01193,species,19263.0,GOWH AGWH,PAPE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala pectoralis fuliginosa/occidentalis,Golden Whistler (Western),weswhi2,issf,19264.0,GOWH AGWH WEWH,PAPE,,Passeriformes,Whistlers and Allies,Pachycephalidae,y01193,,,pachyc2
Pachycephala pectoralis [pectoralis Group],Golden Whistler (Eastern),golwhi1,issf,19267.0,GOWH AGWH,PAPE,,Passeriformes,Whistlers and Allies,Pachycephalidae,y01193,,,pachyc2
Pachycephala melanura,Black-tailed Whistler,bltwhi1,species,19273.0,BTWH MGWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala melanura dammeriana,Black-tailed Whistler (Damar),yetwhi5,issf,19274.0,BTWH YTWH MGWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,bltwhi1,,,pachyc2
Pachycephala melanura [melanura Group],Black-tailed Whistler (Black-tailed),bktwhi5,issf,19275.0,BTWH MGWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,bltwhi1,,,pachyc2
Pachycephala orioloides x melanura,Oriole x Black-tailed Whistler (hybrid),x01158,hybrid,19280.0,BTWH ORWH MGWH,PAME PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala tenebrosa,Morningbird,mornin1,species,19281.0,MORN,PATE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala modesta,Brown-backed Whistler,brbwhi1,species,19282.0,BBWH,PAMO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala lorentzi,Lorentz's Whistler,lorwhi1,species,19286.0,LOWH,PALO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala aurea,Golden-backed Whistler,gobwhi1,species,19287.0,GBWH,PAAU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala philippinensis,Yellow-bellied Whistler,yebwhi1,species,19288.0,YBWH,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala philippinensis fallax,Yellow-bellied Whistler (fallax),yebwhi2,issf,19289.0,YBWH,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,yebwhi1,,,pachyc2
Pachycephala philippinensis illex,Yellow-bellied Whistler (illex),yebwhi3,issf,19290.0,YBWH,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,yebwhi1,,,pachyc2
Pachycephala philippinensis [philippinensis Group],Yellow-bellied Whistler (philippinensis Group),yebwhi9,issf,19291.0,YBWH,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,yebwhi1,,,pachyc2
Pachycephala hypoxantha,Bornean Whistler,borwhi1,species,19297.0,BOWH,PAHY,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala sulfuriventer,Sulphur-bellied Whistler,subwhi1,species,19300.0,SBWH SVWH,PASU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala cinerea,Mangrove Whistler,manwhi1,species,19301.0,MAWH,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala albiventris,Green-backed Whistler,grbwhi1,species,19304.0,GBWH,PAAL,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala homeyeri,White-vented Whistler,whvwhi1,species,19305.0,WVWH,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala homeyeri homeyeri,White-vented Whistler (Sulu),whvwhi2,issf,19306.0,WVWH,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,whvwhi1,,,pachyc2
Pachycephala homeyeri major,White-vented Whistler (Cebu),whvwhi3,issf,19307.0,WVWH,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,whvwhi1,,,pachyc2
Pachycephala homeyeri winchelli,White-vented Whistler (White-vented),whvwhi4,issf,19308.0,WVWH,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,whvwhi1,,,pachyc2
Pachycephala phaionota,Island Whistler,islwhi2,species,19309.0,ISWH,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala melanorhyncha,Biak Whistler,biawhi1,species,19310.0,BIWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala hyperythra,Rusty Whistler,ruswhi1,species,19311.0,RUWH,PAHY,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala simplex,Gray Whistler,grywhi2,species,19316.0,GRWH BRWH GHWH,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala simplex simplex/brunnescens,Gray Whistler (Brown),grywhi1,issf,19317.0,GRWH BRWH GHWH,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,grywhi2,,,pachyc2
Pachycephala simplex [griseiceps Group],Gray Whistler (Gray-headed),gyhwhi1,issf,19320.0,GRWH BRWH GHWH,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,grywhi2,,,pachyc2
Pachycephala arctitorquis,Wallacean Whistler,walwhi1,species,19327.0,WAWH,PAAR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala griseonota,Drab Whistler,drawhi1,species,19331.0,DBWH DRWH,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala griseonota [griseonota Group],Drab Whistler (Drab),drawhi2,issf,19332.0,DBWH DRWH,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,drawhi1,,,pachyc2
Pachycephala griseonota johni,Drab Whistler (Cinnamon-breasted),drawhi3,issf,19338.0,DBWH DRWH CBWH,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,drawhi1,,,pachyc2
Pachycephala leucogastra,White-bellied Whistler,whbwhi1,species,19339.0,WBWH,PALE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala monacha,Black-headed Whistler,blhwhi1,species,19342.0,BHWH,PAMO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala rufiventris,Rufous Whistler,rufwhi1,species,19345.0,RUWH,PARU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala lanioides,White-breasted Whistler,whbwhi2,species,19351.0,WBWH,PALA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala sp.,Pachycephala sp.,pachyc1,spuh,19355.0,,,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pitohui dichrous,Hooded Pitohui,hoopit1,species,19357.0,HOPI,PIDI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui cerviniventris,Raja Ampat Pitohui,varpit4,species,19360.0,RAPI WAPI,PICE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui kirhocephalus,Northern Variable Pitohui,varpit2,species,19363.0,NVPI,PIKI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui uropygialis,Southern Variable Pitohui,varpit3,species,19373.0,SVPI,PIUR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui kirhocephalus/uropygialis,Northern/Southern Variable Pitohui,y01147,slash,19379.0,NVPI SVPI,PIKI PIUR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus melanotis,Timor Oriole,timori1,species,19380.0,TIOR,ORME,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus finschi,Wetar Oriole,timori3,species,19381.0,WEOR,ORFI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus bouroensis,Buru Oriole,burori2,species,19382.0,BUOR BEOR,ORBO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus decipiens,Tanimbar Oriole,burori3,species,19383.0,TAOR,ORDE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus forsteni,Seram Oriole,serori1,species,19384.0,GCOR SEOR,ORFO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus phaeochromus,Halmahera Oriole,halori1,species,19385.0,HAOR DBOR,ORPH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus szalayi,Brown Oriole,broori1,species,19386.0,BROR,ORSZ,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus sagittatus,Olive-backed Oriole,olbori1,species,19387.0,OBOR,ORSA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus flavocinctus,Green Oriole,greori1,species,19392.0,YEOR GROR,ORFL,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus xanthonotus,Dark-throated Oriole,datori1,species,19397.0,DTOR,ORXA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus consobrinus,Ventriloquial Oriole,datori7,species,19400.0,VEOR DTOR,ORCO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus albiloris,White-lored Oriole,whlori1,species,19403.0,WLOR,ORAL,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus steerii,Philippine Oriole,phiori1,species,19404.0,PHOR,ORST,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus isabellae,Isabela Oriole,isaori1,species,19410.0,ISOR,ORIS,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus oriolus,Eurasian Golden Oriole,eugori2,species,19411.0,EGOR,OROR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus kundoo,Indian Golden Oriole,ingori1,species,19412.0,IGOR,ORKU,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus oriolus/kundoo,Eurasian/Indian Golden Oriole,y00691,slash,19413.0,EGOR IGOR,ORKU OROR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus auratus,African Golden Oriole,afgori2,species,19414.0,AGOR,ORAU,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus oriolus/auratus,Eurasian/African Golden Oriole,y01041,slash,19417.0,EGOR AGOR,ORAU OROR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus chinensis,Black-naped Oriole,blnori1,species,19418.0,BNOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus chinensis diffusus,Black-naped Oriole (East Asian),bknori1,issf,19419.0,BNOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1,,,orioli1
Oriolus chinensis [maculatus Group],Black-naped Oriole (Sunda),bknori2,issf,19420.0,BNOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1,,,orioli1
Oriolus chinensis [chinensis Group],Black-naped Oriole (Philippine),bknori4,issf,19428.0,BNOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1,,,orioli1
Oriolus chinensis melanisticus,Black-naped Oriole (Talaud),bknori6,issf,19432.0,BNOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1,,,orioli1
Oriolus chinensis [frontalis Group],Black-naped Oriole (Sulawesi),bknori5,issf,19433.0,BNOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1,,,orioli1
Oriolus chinensis broderipi/boneratensis,Black-naped Oriole (Tenggara),bknori7,issf,19438.0,BNOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1,,,orioli1
Oriolus kundoo/chinensis,Indian Golden/Black-naped Oriole,y00800,slash,19441.0,BNOR IGOR,ORKU ORCH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus tenuirostris,Slender-billed Oriole,slbori1,species,19442.0,SBOR,ORTE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus chlorocephalus,Green-headed Oriole,grhori1,species,19445.0,GHOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus chlorocephalus chlorocephalus/amani,Green-headed Oriole (Green-headed),gnhori1,issf,19446.0,GHOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,grhori1,,,orioli1
Oriolus chlorocephalus speculifer,Green-headed Oriole (Gorongosa),gnhori2,issf,19449.0,GHOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,grhori1,,,orioli1
Oriolus crassirostris,Sao Tome Oriole,satori1,species,19450.0,STOR,ORCR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus brachyrynchus,Western Black-headed Oriole,wbhori1,species,19451.0,WEOR WBHO,ORBR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus monacha,Ethiopian Black-headed Oriole,dahori1,species,19454.0,EBHO ETOR,ORMO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus larvatus,African Black-headed Oriole,abhori1,species,19457.0,EBHO BHOR ABHO,ORLA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus percivali,Black-tailed Oriole,bltori1,species,19464.0,MOOR BTOR,ORPE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus nigripennis,Black-winged Oriole,blwori1,species,19465.0,BWOR,ORNI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus xanthornus,Black-hooded Oriole,blhori1,species,19466.0,BHOR,ORXA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus hosii,Black Oriole,blaori1,species,19472.0,BLOR,ORHO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus consanguineus,Black-and-crimson Oriole,bacori1,species,19473.0,BACO JACO,ORCO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus cruentus,Javan Oriole,bacori3,species,19477.0,JAOR,ORCR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus traillii,Maroon Oriole,marori2,species,19478.0,MAOR,ORTR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus traillii traillii/robinsoni,Maroon Oriole (Maroon),marori7,issf,19479.0,MAOR,ORTR,,Passeriformes,Old World Orioles,Oriolidae,marori2,,,orioli1
Oriolus traillii ardens/nigellicauda,Maroon Oriole (Crimson),marori8,issf,19482.0,MAOR,ORTR,,Passeriformes,Old World Orioles,Oriolidae,marori2,,,orioli1
Oriolus mellianus,Silver Oriole,silori1,species,19485.0,SIOR,ORME,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus sp.,old world oriole sp.,oriolu1,spuh,19486.0,,,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres hypoleucus,Wetar Figbird,wetfig1,species,19487.0,WEFI,SPHY,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres viridis,Green Figbird,grnfig1,species,19488.0,TIFI GRFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres vieilloti,Australasian Figbird,ausfig1,species,19489.0,AUFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres vieilloti [flaviventris Group],Australasian Figbird (flaviventris Group),ausfig7,issf,19490.0,AUFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,ausfig1,,,orioli1
Sphecotheres vieilloti salvadorii,Australasian Figbird (salvadorii),ausfig3,issf,19494.0,AUFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,ausfig1,,,orioli1
Sphecotheres vieilloti vieilloti,Australasian Figbird (vieilloti),ausfig6,issf,19495.0,AUFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,ausfig1,,,orioli1
Turnagra tanagra,North Island Piopio,noipio1,species,19496.0,NIPI,TUTA,,Passeriformes,Old World Orioles,Oriolidae,,true,1902,orioli1
Turnagra capensis,South Island Piopio,soipio1,species,19497.0,SIPI,TUCA,,Passeriformes,Old World Orioles,Oriolidae,,true,1897,orioli1
Machaerirhynchus nigripectus,Black-breasted Boatbill,blbboa1,species,19501.0,BBBO,MANI,,Passeriformes,Boatbills,Machaerirhynchidae,,,,machae1
Machaerirhynchus flaviventer,Yellow-breasted Boatbill,yebboa1,species,19505.0,YBBO,MAFL,,Passeriformes,Boatbills,Machaerirhynchidae,,,,machae1
Artamus fuscus,Ashy Woodswallow,ashwoo2,species,19513.0,ASWO,ARFU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus mentalis,Fiji Woodswallow,fijwoo1,species,19514.0,FIWO,ARME,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus monachus,Ivory-backed Woodswallow,whbwoo8,species,19515.0,IBWO,ARMO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus maximus,Great Woodswallow,grewoo1,species,19516.0,GRWO,ARMA,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus leucorynchus,White-breasted Woodswallow,whbwoo4,species,19517.0,WBWO,ARLE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus insignis,Bismarck Woodswallow,biswoo1,species,19527.0,BIWO WBWO,ARIN,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus personatus,Masked Woodswallow,maswoo1,species,19528.0,MAWO,ARPE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus superciliosus,White-browed Woodswallow,whbwoo5,species,19529.0,WBWO,ARSU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus personatus x superciliosus,Masked x White-browed Woodswallow (hybrid),x00962,hybrid,19530.0,WBWO MAWO,ARPE ARSU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus personatus/superciliosus,Masked/White-browed Woodswallow,y01039,slash,19531.0,WBWO MAWO,ARPE ARSU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus cinereus,Black-faced Woodswallow,blfwoo1,species,19532.0,BFWO,ARCI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus cinereus normani/inkermani,Black-faced Woodswallow (White-vented),bkfwoo1,issf,19533.0,BFWO,ARCI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,blfwoo1,,,artami1
Artamus cinereus [cinereus Group],Black-faced Woodswallow (Black-vented),bkfwoo2,issf,19536.0,BFWO,ARCI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,blfwoo1,,,artami1
Artamus cyanopterus,Dusky Woodswallow,duswoo1,species,19540.0,DUWO,ARCY,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus minor,Little Woodswallow,litwoo4,species,19543.0,LIWO,ARMI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus sp.,woodswallow sp.,woodsw1,spuh,19546.0,,,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Peltops montanus,Mountain Peltops,moupel1,species,19547.0,MOPE,PEMO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Peltops blainvillii,Lowland Peltops,lowpel1,species,19548.0,LOPE,PEBL,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus mentalis,Black-backed Butcherbird,blbbut1,species,19549.0,BBBU,CRME,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus torquatus,Gray Butcherbird,grybut1,species,19552.0,GRBU,CRTO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus argenteus,Silver-backed Butcherbird,sibbut1,species,19556.0,SBBU,CRAR,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus cassicus,Hooded Butcherbird,hoobut1,species,19559.0,HOBU,CRCA,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus louisiadensis,Tagula Butcherbird,tagbut1,species,19562.0,TABU,CRLO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus nigrogularis,Pied Butcherbird,piebut1,species,19563.0,PIBU,CRNI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Melloria quoyi,Black Butcherbird,blabut1,species,19566.0,BLBU,MEQU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Gymnorhina tibicen,Australian Magpie,ausmag2,species,19572.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Gymnorhina tibicen papuana,Australian Magpie (Papuan),ausmag1,issf,19573.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2,,,artami1
Gymnorhina tibicen [tibicen Group],Australian Magpie (Black-backed),ausmag3,issf,19574.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2,,,artami1
Gymnorhina tibicen dorsalis,Australian Magpie (Western),ausmag6,issf,19579.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2,,,artami1
Gymnorhina tibicen [tibicen Group] x dorsalis,Australian Magpie (Black-backed x Western),ausmag4,intergrade,19580.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2,,,artami1
Gymnorhina tibicen telonocua/tyrannica,Australian Magpie (White-backed),ausmag7,issf,19581.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2,,,artami1
Gymnorhina tibicen [tibicen Group] x telonocua/tyrannica,Australian Magpie (Black-backed x White-backed),ausmag5,intergrade,19584.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2,,,artami1
Gymnorhina tibicen hypoleuca,Australian Magpie (Tasmanian),ausmag8,issf,19585.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2,,,artami1
Strepera graculina,Pied Currawong,piecur1,species,19586.0,PICU,STGR,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Strepera fuliginosa,Black Currawong,blacur2,species,19593.0,BLCU,STFU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Strepera versicolor,Gray Currawong,grycur1,species,19597.0,GRCU,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Strepera versicolor versicolor/plumbea,Gray Currawong (Gray),grycur2,issf,19598.0,GRCU,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1,,,artami1
Strepera versicolor arguta,Gray Currawong (Clinking),grycur3,issf,19601.0,GRCU,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1,,,artami1
Strepera versicolor melanoptera,Gray Currawong (Black-winged),grycur4,issf,19602.0,GRCU,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1,,,artami1
Strepera versicolor intermedia,Gray Currawong (Brown),grycur5,issf,19603.0,GRCU,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1,,,artami1
Strepera versicolor halmaturina,Gray Currawong (Kangaroo I.),grycur6,issf,19604.0,GRCU,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1,,,artami1
Strepera sp.,currawong sp.,curraw1,spuh,19605.0,,,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Rhagologus leucostigma,Mottled Berryhunter,motwhi1,species,19607.0,MOBE,RHLE,,Passeriformes,Mottled Berryhunter,Rhagologidae,,,,rhagol1
Lanioturdus torquatus,White-tailed Shrike,whtshr1,species,19612.0,WTSH GRBA,LATO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Dyaphorophyia castanea,Chestnut Wattle-eye,chweye1,species,19613.0,CHWE CWEY,DYCA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Dyaphorophyia hormophora,West African Wattle-eye,weawae1,species,19614.0,WAWE,DYHO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Dyaphorophyia tonsa,White-spotted Wattle-eye,wsweye1,species,19615.0,WSWE,DYTO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira cyanea,Brown-throated Wattle-eye,btweye2,species,19616.0,BTWE,PLCY,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira albifrons,White-fronted Wattle-eye,wfweye1,species,19620.0,WFWE,PLAL,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
